"","Number","Cell","Slice","Date","Sample","Mouse","Mouse date of birth","Mouse age","Mouse gender","Mouse genotype","Targeted layer","Inferred layer","Cre","Exon reads","Intron reads","Intergenic reads","Sequencing batch","Number of genes detected","RNA family","RNA type","RNA type confidence","RNA type top-3","ALM/VISp top-3","top_cluster_string","top_alm_visp_cluster","cluster_score_string","cluster_score_string_number","rest","top_alm_visp_subclass","Length (bp)","Yield (pg/µl)","User","Hold Time (min)","Soma depth (µm)","Soma depth (4x)","Cortical thickness (4x)","Cortical thickness (µm)","Traced","Exclusion reasons","top_cluster_score","C1qb","Tyrobp","cell id","AP Fano factor","AP amplitude (mV)","AP amplitude adaptation index","AP amplitude average adaptation index","AP coefficient of variation","AP threshold (mV)","AP width (ms)","Afterdepolarization (mV)","Afterhyperpolarization (mV)","Burstiness","ISI Fano factor","ISI adaptation index","ISI average adaptation index","ISI coefficient of variation","Input resistance (MOhm)","Latency (ms)","Latency @ +20pA current (ms)","Max number of APs","Membrane time constant (ms)","Rebound (mV)","Rebound number of APs","Resting membrane potential (mV)","Rheobase (pA)","Sag area (mV*s)","Sag ratio","Sag time (s)","Spike frequency adaptation","Upstroke-to-downstroke ratio","Wildness","major_type","contam_type","marker_sum","marker_sum_norm","contam_sum","quality_score","Glutamatergic","Astro","Endo","GABAergic","Macrophage","Oligo","Peri","SMC","VLMC"
"674",674,"20190227_sample_4","20190227_slice_4",2019-02-27,"Sample 4","mouse_OLIJZ",2018-12-19,70,"F","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",1538511,534026,107565,7,10110,"Sst","Sst Htr1a",0.86,"Sst Htr1a (85.9%), Sst Hpse (13.9%)","Sst Hpse Sema3c (94.0%), Sst Hpse Cbln4 (6.0%)","Sst Hpse Sema3c (94.0%), Sst Hpse Cbln4 (6.0%)","Sst Hpse Sema3c","94.0%), Sst Hpse Cbln4","94.0",", Sst Hpse Cbln4","Sst",2092,345.29,"Fede",40,"706.3",258.9,537.7,1484.052,"y",NA,94,9.583588166714,8.49435372197068,"20190227_sample_4",2.96443715625762,91.4975814521313,0.90786287232412,0.982926598645701,0.26528963502506,-50.0514507293701,0.920000000000004,0,-1.76917389035225,0,0.0035548417595774,1.22601110229976,1.10673039707282,0.386732590207885,306.069819144905,86.04,44.44,25,23.7527157207972,7.40194205174019,1,-60.4282793864608,4.99999999999999,59.6869634345177,1.07364600322056,0.49848,0.666666666666667,2.1117479030423,0,"Glutamatergic","Sst_on",31.4571318306099,0.145108175978777,NA,0.102064635193345,-Inf,0.166276422445573,NA,0.871231499834655,0.502438944180539,0.0825964616722552,NA,NA,-0.0195292595522249
"675",675,"20190227_sample_5","20190227_slice_5",2019-02-27,"Sample 5","mouse_OLIJZ",2018-12-19,70,"F","Sst-IRES-Cre/wt; Ai9/wt","5","2/3","SST+",973491,555850,99489,7,9567,"Sst","Sst Calb2",0.77,"Sst Calb2 (77.3%), Sst Hpse (22.7%)","Sst Calb2 Pdlim5 (61.0%), Sst Hpse Cbln4 (39.0%)","Sst Calb2 Pdlim5 (61.0%), Sst Hpse Cbln4 (39.0%)","Sst Calb2 Pdlim5","61.0%), Sst Hpse Cbln4","61.0",", Sst Hpse Cbln4","Sst",1567,567.88,"Fede",50,"366.5",138,559.2,1543.392,"y",NA,61,6.85173893163692,6.67078262532689,"20190227_sample_5",4.7683355350172,81.8208381533623,0.921531139763677,0.980984674732757,0.36013771968672,-46.0930168628693,0.760000000000011,4.77632135152817,-11.0163874924183,0.561294017160384,0.00235983244231526,1.10332103321033,1.11367208759282,0.332556920383451,192.414875345571,65.64,33.96,28,19.3050771518422,8.90352299357637,2,-60.4639854580164,40,33.0099909791351,1.22876983960269,0.32732,0.647058823529412,1.81138965753622,0,"Glutamatergic","Sst_on",31.6243491270652,0.145879530373431,NA,0.166957336701417,-Inf,0.0871548585055404,NA,0.662544910518736,0.293978954999455,-0.00727466505465961,NA,NA,-0.00096002510108054
"676",676,"20190227_sample_6","20190227_slice_6",2019-02-27,"Sample 6","mouse_OLIJZ",2018-12-19,70,"F","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",676078,59266,78667,7,3622,"Sst","Sst Chodl",0.98,"Sst Chodl (98.0%)","Sst Chodl (100.0%)","Sst Chodl (100.0%)","Sst Chodl","100.0%)","100.0","","Sst",1510,106.04,"Fede",45,"778.9",298.4,527.7,1456.452,"y",NA,100,10.6021598436406,9.15736966586735,"20190227_sample_6",3.91763285018001,83.765372633934,0.959283296447259,0.964607772582556,0.288218081915658,-32.282292842865,1.12000000000001,2.25873664021492,-14.1186602413654,0,0.00968418550380699,1.06751054852321,1.44803012961641,0.51896469255207,309.751984514296,128.44,68.92,16,21.8618678212348,1.42594452805123,0,-63.2271954387426,60,0,1.04631833753594,0,0.454545454545455,2.6290393362355,0,"Glutamatergic","Sst_on",14.9924505540704,0.0691584714419588,NA,0.0731096470924676,-Inf,0.0384555108002847,NA,0.366262074758844,0.260302501757098,0.00491776261654656,NA,NA,-0.0274002551314164
"677",677,"20190227_sample_7","20190227_slice_7",2019-02-27,"Sample 7","mouse_OLIJZ",2018-12-19,70,"F","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",2377337,626777,193115,7,11971,"Pvalb","Pvalb Calb1_2",0.78,"Pvalb Calb1_2 (78.4%), Pvalb Calb1_1 (12.7%), Pvalb Il1rapl2 (4.9%)","Pvalb Sema3e Kank4 (92.0%), Pvalb Tpbg (4.0%)","Pvalb Sema3e Kank4 (92.0%), Pvalb Tpbg (4.0%)","Pvalb Sema3e Kank4","92.0%), Pvalb Tpbg","92.0",", Pvalb Tpbg","Pvalb",1537,453.12,"Fede",55,"560.9",212.6,516.9,1426.644,"y",NA,92,9.57034912227858,8.51448799189327,"20190227_sample_7",0.782066789961456,66.9750366359949,0.909144215330215,0.996390428072523,0.129489380930392,-40.7349988818169,0.520000000000007,0,-17.2500237822533,0,1.91682838555949e-05,1.17840375586855,1.02412166580765,0.0541226088237214,110.616472358505,11.12,8.4,94,8.58722155896566,0.237550827955431,0,-66.0851581022143,240,0,1.0271903294059,0,0.978260869565217,1.07083372965714,2,"Glutamatergic","Pvalb_on",30.7913223858362,0.142036872638066,NA,0.112025524594812,-Inf,0.155348189463902,NA,0.975247825290005,0.582365801015398,0.0765101961563093,NA,NA,0.00721237782415798
"678",678,"20190318_sample_3","20190318_slice_3",2019-03-18,"Sample 3","mouse_LQFGN",2018-12-19,89,"F","Sst-IRES-Cre/wt; Ai9/wt","2/3","2/3","SST+",1663465,122205,164101,7,7916,"Sst","Sst Calb2",0.83,"Sst Calb2 (83.4%), Sst Hpse (10.1%), Sst Pvalb Calb2 (1.9%)","Sst Calb2 Pdlim5 (80.0%), Sst Hpse Cbln4 (20.0%)","Sst Calb2 Pdlim5 (80.0%), Sst Hpse Cbln4 (20.0%)","Sst Calb2 Pdlim5","80.0%), Sst Hpse Cbln4","80.0",", Sst Hpse Cbln4","Sst",1532,322.87,"Fede",40,"314",115,501,1382.76,"y",NA,80,-1.36474471660176,-1.36474471660176,"20190318_sample_3",0.923507616451729,79.7926150262356,0.910316382186569,0.98481284710471,0.137847615115972,-38.3230969309807,0.960000000000003,1.64303556084633,-6.27261027693748,0,0.00132153274485078,1.42702702702703,1.20558557540489,0.240550423991597,210.842745256093,13.36,15.08,26,11.8917725368678,7.82946457700579,3,-46.5373912237585,20,25.8208982433379,1.10786329290775,0.29604,0.625,1.93075361687629,0,"Glutamatergic","Sst_on",30.2089437804971,0.139350426282916,NA,0.17597426037722,-Inf,0.0556947177434318,NA,0.743459031446777,0.0277257694907828,-0.0211680752625561,NA,NA,-0.017009057026551
"679",679,"20190318_sample_4","20190318_slice_4",2019-03-18,"Sample 4","mouse_LQFGN",2018-12-19,89,"F","Sst-IRES-Cre/wt; Ai9/wt","2/3","2/3","SST+",792848,70437,83414,7,5578,"Sst","Sst Pvalb Calb2",0.53,"Sst Pvalb Calb2 (53.4%), Sst Hpse (14.6%), Sst Crhr2_1 (12.0%)","Sst Mme Fam114a1 (93.0%), Sst Tac1 Htr1d (4.0%)","Sst Mme Fam114a1 (93.0%), Sst Tac1 Htr1d (4.0%)","Sst Mme Fam114a1","93.0%), Sst Tac1 Htr1d","93.0",", Sst Tac1 Htr1d","Sst",1517,247.3,"Fede",50,"396.4",145,507,1399.32,"y",NA,93,-1.36474471660176,-1.36474471660176,"20190318_sample_4",1.22370050730862,83.1985175609589,0.971308894771726,0.995360911773092,0.14419028235494,-39.890244603157,0.680000000000014,0,-16.9186443090439,0,0.000106121975264852,1.1438127090301,1.02099733336413,0.0967213831622897,259.078160320719,57.84,30.64,53,14.2142365095246,4.19715666048732,0,-63.1876223996282,60,54.1655755513909,1.11169386586313,0.48448,0.925925925925926,1.42176395757911,0,"Glutamatergic","Sst_on",19.3016920013022,0.0890365127594923,NA,0.180526328171088,-Inf,0.117305505730322,NA,0.603026640045405,-0.00303536666123306,0.0376021750520192,NA,NA,-0.0171525674370315
"680",680,"20190318_sample_5","20190318_slice_5",2019-03-18,"Sample 5","mouse_LQFGN",2018-12-19,89,"F","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",931593,528868,135624,7,9414,"Sst","Sst Pvalb Etv1",0.71,"Sst Pvalb Etv1 (71.0%), Sst Calb2 (23.3%), Sst Pvalb Calb2 (2.1%)","Sst Calb2 Pdlim5 (53.0%), Sst Nr2f2 Necab1 (47.0%)","Sst Calb2 Pdlim5 (53.0%), Sst Nr2f2 Necab1 (47.0%)","Sst Calb2 Pdlim5","53.0%), Sst Nr2f2 Necab1","53.0",", Sst Nr2f2 Necab1","Sst",1709,498.76,"Fede",45,"613.5",221.3,537.9,1484.604,NA,NA,53,-1.36474471660176,6.20684175303877,"20190318_sample_5",5.92982785539662,75.0216413289309,0.888173532634412,0.987702003799265,0.40162737096604,-43.868787586689,0.960000000000016,0,-7.9173669219017,0.422845691382765,0.00257661512763406,0.752136752136753,1.14416936373283,0.341415547899605,385.98525460988,77.84,33.56,27,33.6275423058976,17.8266372448773,9,-47.7752761823591,20,58.5083133208749,1.39164579387833,0.5286,0.625,2.04366479694041,0,"Glutamatergic","Sst_on",42.9492203205672,0.198119874818458,NA,0.208654410606873,-Inf,0.0908045044165708,NA,0.736968861868442,0.162159049856488,0.129052922775276,NA,NA,0.0186057347354448
"681",681,"20190318_sample_6","20190318_slice_6",2019-03-18,"Sample 6","mouse_LQFGN",2018-12-19,89,"F","Sst-IRES-Cre/wt; Ai9/wt","2/3","5","SST+",747650,49125,65348,7,4264,"Sst","Sst Calb2",0.86,"Sst Calb2 (85.7%), Sst Hpse (9.9%)","Sst Calb2 Pdlim5 (61.0%), Sst Hpse Cbln4 (30.0%), Sst Hpse Sema3c (9.0%)","Sst Calb2 Pdlim5 (61.0%), Sst Hpse Cbln4 (30.0%), Sst Hpse Sema3c (9.0%)","Sst Calb2 Pdlim5","61.0%), Sst Hpse Cbln4","61.0",", Sst Hpse Cbln4","Sst",1516,101.73,"Fede",55,"597.6",218.2,532.1,1468.596,"y",NA,61,-1.36474471660176,-1.36474471660176,"20190318_sample_6",0.751347384482521,88.6288844048977,0.892092550381613,0.985242371368279,0.116285688733775,-41.7991541326046,0.920000000000004,4.34834137558937,-8.52640718221664,0,0.00164859893486276,1.50415512465374,1.1821428225443,0.259880454575426,285.69204974547,62.88,33.08,25,25.0541818459915,6.08100098853677,0,-57.922985380888,40,50.3809388174118,1.25070707906009,0.44172,0.785714285714286,2.23434324075731,0,"Glutamatergic","Sst_on",8.18289083182791,0.0377467459282027,NA,0.149041183099835,-Inf,0.0291855776218371,NA,0.511926051538011,-0.00302639261996807,-0.0198754264966136,NA,NA,-0.0171180222139819
"682",682,"20190320_sample_4","20190320_slice_3",2019-03-20,"Sample 4","mouse_MHJIR",2018-12-30,80,"M","Viaat-Cre/wt; Ai9/wt","6","6","VIAAT-",453552,28451,31984,7,5086,"IT","L6 IT_2",0.58,"L6 IT_2 (58.4%), L5 IT_4 (9.7%), L6 CT Cpa6 (8.7%)","L6 IT VISp Penk Fst (64.0%), L6 IT VISp Penk Col27a1 (32.0%)","L6 IT VISp Penk Fst (64.0%), L6 IT VISp Penk Col27a1 (32.0%)","L6 IT VISp Penk Fst","64.0%), L6 IT VISp Penk Col27a1","64.0",", L6 IT VISp Penk Col27a1","L6",1543,166.16,"Fede",20,"1183.5",428.5,454,1253.04,"y",NA,64,-1.36474471660176,-1.36474471660176,"20190320_sample_4",1.15004238491746,84.5920704305172,0.741055397600417,1.00117466302087,0.154106230131285,-37.830263376236,1.48000000000004,0,-6.21229410171509,0.685667752442997,0.000797800247626909,2.05555555555555,2.00198801959287,0.181455600240734,207.892577814559,188.16,59.68,25,9.99285263114519,0.852887006787853,0,-72.9930496513844,46.6666666666667,0,1.07782421101749,0,0.785714285714286,3.90917692589868,0,"Glutamatergic","L6.IT_on",154.761039009102,0.713895093936661,NA,0.326153527321973,-Inf,-0.0134035441659465,NA,0.0623826952276325,0.0139294405298149,0.131858827411954,NA,NA,0.025150468975012
"683",683,"20190320_sample_5","20190320_slice_4",2019-03-20,"Sample 5","mouse_MHJIR",2018-12-30,80,"M","Viaat-Cre/wt; Ai9/wt","6","6","VIAAT-",1031788,54616,71186,7,5276,"CT","L6 CT Cpa6",0.62,"L6 CT Cpa6 (62.1%), L6 CT Pou3f2 (16.3%), L6b Col6a1 (6.6%)","L6 CT ALM Cpa6 (93.0%), L6 CT VISp Krt80 Sla (5.0%)","L6 CT ALM Cpa6 (93.0%), L6 CT VISp Krt80 Sla (5.0%)","L6 CT ALM Cpa6","93.0%), L6 CT VISp Krt80 Sla","93.0",", L6 CT VISp Krt80 Sla","L6",1544,149.7,"Fede",7,"1172.9",432.7,522.4,1441.824,"y",NA,93,-1.36474471660177,1.37309822649636,"20190320_sample_5",1.12068038417239,83.2324884831905,0.914341208226306,0.981292025921305,0.140181386370704,-31.6533036530018,1.08,0.999953597784042,-11.4789977669716,0.26438188494492,0.0014134147826087,1.42910915934755,1.09367967866888,0.19831742900336,182.755631583432,48.88,30.48,17,10.7303464434062,2.49564974120646,0,-66.6678461328149,120,40.8165496329963,1.16064568537465,0.40648,0.888888888888889,2.33937131426585,0,"Glutamatergic","L6.CT_on",129.649411848236,0.598058010225594,NA,0.339152813256983,-Inf,0.0077971714858298,NA,-0.0117348155222489,0.0178004160026957,-0.0297452197602814,NA,NA,-0.0127439532859868
"684",684,"20190320_sample_6","20190320_slice_5",2019-03-20,"Sample 6","mouse_MHJIR",2018-12-30,80,"M","Viaat-Cre/wt; Ai9/wt","6","6","VIAAT-",710272,943756,91216,7,9149,"CT","L6 CT Cpa6",0.8,"L6 CT Cpa6 (80.4%), L6 CT Grp (17.9%)","L6 CT ALM Cpa6 (64.0%), L6 CT VISp Ctxn3 Sla (36.0%)","L6 CT ALM Cpa6 (64.0%), L6 CT VISp Ctxn3 Sla (36.0%)","L6 CT ALM Cpa6","64.0%), L6 CT VISp Ctxn3 Sla","64.0",", L6 CT VISp Ctxn3 Sla","L6",1726,503.46,"Fede",12,"1059.8",374.5,467,1288.92,"y",NA,64,5.04017764101739,2.98850633631231,"20190320_sample_6",1.89208388760543,82.6940108090639,0.746874302459158,0.964442561168941,0.188359691923931,-52.1077141165733,1.44,0,-1.43174454569817,0.210749646393211,0.00182411028295289,1.65655070318283,1.16845699015023,0.18645488925422,262.810466498137,18.2,12,12,9.67975468828977,2.84113156984698,0,-73.3086861893535,50,15.4533296108246,1.08861407785579,0.1276,0.714285714285714,2.7056941041972,0,"Glutamatergic","L6.CT_on",174.419513447897,0.804577403554069,NA,0.492409858534867,-Inf,0.0181305829492677,NA,0.193225826199197,0.0441885745924901,0.0338593497336666,NA,NA,0.0302698215024594
"685",685,"20190320_sample_9","20190320_slice_7",2019-03-20,"Sample 9","mouse_MHJIR",2018-12-30,80,"M","Viaat-Cre/wt; Ai9/wt","6","6","VIAAT-",773993,923105,154769,7,9589,"IT","L6 IT_2",0.94,"L6 IT_2 (93.9%), L6 CT Cpa6 (2.0%)","L6 IT VISp Penk Col27a1 (65.0%), L6 IT VISp Penk Fst (29.0%), L6 IT ALM Oprk1 (4.0%)","L6 IT VISp Penk Col27a1 (65.0%), L6 IT VISp Penk Fst (29.0%), L6 IT ALM Oprk1 (4.0%)","L6 IT VISp Penk Col27a1","65.0%), L6 IT VISp Penk Fst","65.0",", L6 IT VISp Penk Fst","L6",1951,189.52,"Fede",10,"1513.7",525.7,574.7,1586.172,NA,NA,65,-1.36474471660176,-1.36474471660176,"20190320_sample_9",5.76789949924019,85.2624624967575,0.746100194444435,1.00015665288683,0.334391975317359,-37.5296622514725,1.23999999999999,0,-5.49719482660294,0.714843721533562,0.00214280665526138,1.79611650485437,1.77794778551879,0.313220693595405,197.559721767902,51.64,28.84,28,8.03180438975708,0.708227348305883,0,-70.1472555488348,100,0,1.07573088224152,0,0.6875,3.57818283344005,0,"Glutamatergic","L6.IT_on",190.110629978039,0.876958741783506,NA,0.493771182664818,-Inf,0.114954852618927,NA,0.0575620440338195,0.0455098853636334,0.0197687998487025,NA,NA,0.0576656817932262
"686",686,"20190321_sample_2","20190321_slice_2",2019-03-21,"Sample 2","mouse_ZBEEF",2018-12-30,81,"M","Viaat-Cre/wt; Ai9/wt","6","6","VIAAT-",174031,39120,28675,7,1882,"low quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522,45.5,"Fede",10,"1147.1",418.4,526.7,1453.692,NA,NA,NA,-1.36474471660176,-1.36474471660176,"20190321_sample_2",0.666046089335928,86.0617980360985,0.917592898761088,0.986548306238789,0.102437943932274,-29.5191295444965,1.72,0,-11.0116675496101,0.211570247933885,0.001164331470365,1.28708860759494,1.05353222229058,0.173570056876454,350.690893563132,93.08,42.96,16,15.5677821001829,3.01859045150594,0,-60.6940474718809,40,0,1.04597061856783,0,0.777777777777778,3.45057667711597,0,"Glutamatergic","L6.IT_on",59.8182244004638,0.275934674520904,NA,0.246535993772807,-Inf,-0.0169544693250704,NA,-0.0330188859390464,0.0252459269693958,0.0528856143000873,NA,NA,0.00463302287435129
"687",687,"20190321_sample_4","20190321_slice_4",2019-03-21,"Sample 4","mouse_ZBEEF",2018-12-30,81,"M","Viaat-Cre/wt; Ai9/wt","6","6","VIAAT-",1399254,959266,206563,7,10619,"IT","L6 IT_1",0.98,"L6 IT_1 (98.3%)","L6 IT VISp Penk Fst (89.0%), L6 IT VISp Col18a1 (11.0%)","L6 IT VISp Penk Fst (89.0%), L6 IT VISp Col18a1 (11.0%)","L6 IT VISp Penk Fst","89.0%), L6 IT VISp Col18a1","89.0",", L6 IT VISp Col18a1","L6",2024,246.77,"Fede",10,"1007.5",368.8,484.2,1336.392,"y",NA,89,-1.36474471660176,-1.36474471660176,"20190321_sample_4",4.96535427645714,99.998265504837,0.934190738465462,0.993254067425888,0.282551579913065,-46.2055765092373,1.76000000000004,0,-1.77370756864548,0.488188976377953,0.00260824651831096,2.21816770186335,1.25786047769138,0.273871133094755,171.068622032801,187.88,70.4,18,12.7674790059973,0.712407313741139,0,-69.751513402164,43.1578947368421,0,1.04605918146603,0,0.7,5.14049579614691,0,"Glutamatergic","L6.IT_on",192.758393816606,0.889172575616352,NA,0.544919784587467,-Inf,0.122673318635227,NA,0.0866549697126205,0.0487148515252578,0.0480541230170644,NA,NA,-0.00609162535621317
"688",688,"20190321_sample_6","20190321_slice_6",2019-03-21,"Sample 6","mouse_ZBEEF",2018-12-30,81,"M","Viaat-Cre/wt; Ai9/wt","6","6","VIAAT-",706148,40844,52710,7,4395,"CT","L6 CT Cpa6",0.62,"L6 CT Cpa6 (61.7%), L6 CT Grp (20.3%), L6b Col6a1 (12.0%)","L6 CT VISp Ctxn3 Sla (70.0%), L6 CT ALM Cpa6 (30.0%)","L6 CT VISp Ctxn3 Sla (70.0%), L6 CT ALM Cpa6 (30.0%)","L6 CT VISp Ctxn3 Sla","70.0%), L6 CT ALM Cpa6","70.0",", L6 CT ALM Cpa6","L6",1561,118.83,"Fede",10,"1138.3",411.4,538.8,1487.088,"y",NA,70,-1.36474471660176,-1.36474471660176,"20190321_sample_6",3.50287200678687,83.3129361271858,0.722571472287886,0.920715229910917,0.263996874351399,-35.0000709295273,1.36,0,-4.71919029951096,0,0.00598213096519555,1.66566866267465,1.29905939779054,0.29301474116308,131.992642035087,51,25.04,9,7.29145262698726,1.19709623889919,0,-59.1039936855435,80,0,1.10133505089433,0,0.8,3.51908488731478,0,"Glutamatergic","L6.CT_on",122.761945864323,0.566286911975981,NA,0.333001531264223,-Inf,0.0640760178353553,NA,-0.00557170055437642,0.000490930910261139,0.0656320779628226,NA,NA,0.00825082203041517
"689",689,"20190322_sample_1","20190322_slice_1",2019-03-22,"Sample 1","mouse_SHPMA",2018-12-30,82,"M","Viaat-Cre/wt; Ai9/wt","6","6","VIAAT-",2048589,712756,94526,7,12372,"IT","L6 IT_1",0.99,"L6 IT_1 (98.6%)","L6 IT VISp Penk Fst (100.0%)","L6 IT VISp Penk Fst (100.0%)","L6 IT VISp Penk Fst","100.0%)","100.0","","L6",2098,518.72,"Fede",10,"1009.6",371.7,457.8,1263.528,"y",NA,100,-1.36474471660176,-1.36474471660176,"20190322_sample_1",0.935290635489829,87.7951569855213,0.857643466156939,0.985465602721306,0.116013473006208,-34.6298366785049,2.12000000000001,0,-1.13261118531227,0.406151914626491,0.00361600876892512,2.30884353741496,1.43525567561895,0.261005272438103,205.166452039033,193.52,67.72,12,14.165864633373,0.877319660819651,0,-60.1733133815229,21.3333333333333,0,1.07310606358479,0,0.714285714285714,5.92079558254046,0,"Glutamatergic","L6.IT_on",222.776504684991,1.02764271135204,NA,0.567497978511686,Inf,0.102778412659185,NA,0.0714432712640326,0.00779625235542503,0.101012736594315,NA,NA,0.0235249646220087
"690",690,"20190322_sample_2","20190322_slice_2",2019-03-22,"Sample 2","mouse_SHPMA",2018-12-30,82,"M","Viaat-Cre/wt; Ai9/wt","2/3","2/3","VIAAT-",1290714,1039499,147216,7,8866,"IT","L2/3 IT_3",0.82,"L2/3 IT_3 (81.7%), L2/3 IT_1 (5.0%), L5 ET_2 (3.9%)","L2/3 IT VISp Agmat (73.0%), L2/3 IT VISp Rrad (25.0%)","L2/3 IT VISp Agmat (73.0%), L2/3 IT VISp Rrad (25.0%)","L2/3 IT VISp Agmat","73.0%), L2/3 IT VISp Rrad","73.0",", L2/3 IT VISp Rrad","L2/3",2137,152.68,"Fede",10,"240.6",86.7,551.6,1522.416,"y",NA,73,4.08826630642954,5.88210297128953,"20190322_sample_2",1.56730033630643,92.71639585495,0.696547567490385,0.994496270773465,0.147439044761999,-34.3058928847313,1.59999999999999,0,-2.51849368214607,0.533267130089374,0.00523972689486234,5.43109540636043,2.34041598402536,0.321344827137435,80.5927944257855,105.48,60.56,12,11.0698871731028,0.092970539993857,0,-65.025634919107,184.615384615385,0,1.02595712567044,0,0.714285714285714,5.34342581569322,0,"Glutamatergic","L6.IT_on",175.139585957071,0.807899016247222,NA,0.403505264327031,-Inf,0.0838290367534877,NA,0.0350169891645169,0.179541723320361,0.0535595828825029,NA,NA,0.0176083879307653
"691",691,"20190322_sample_3","20190322_slice_3",2019-03-22,"Sample 3","mouse_SHPMA",2018-12-30,82,"M","Viaat-Cre/wt; Ai9/wt","6","5","VIAAT-",750313,32200,42650,7,4151,"CT","L6 CT Cpa6",0.5,"L6 CT Cpa6 (49.9%), L6 CT Grp (11.1%), L5 IT_2 (9.0%)","L6 CT ALM Cpa6 (83.0%), L6 CT VISp Ctxn3 Sla (11.0%), L6 CT VISp Krt80 Sla (4.0%)","L6 CT ALM Cpa6 (83.0%), L6 CT VISp Ctxn3 Sla (11.0%), L6 CT VISp Krt80 Sla (4.0%)","L6 CT ALM Cpa6","83.0%), L6 CT VISp Ctxn3 Sla","83.0",", L6 CT VISp Ctxn3 Sla","L6",1515,56.11,"Fede",10,"1075.2",395.6,539.4,1488.744,"y",NA,83,-1.36474471660176,7.2526711273644,"20190322_sample_3",NA,70.9520522505045,NA,NA,NA,-27.5126826018095,1.76000000000001,0,-17.2865819185972,0,NA,NA,NA,NA,230.79505990694,66.16,27.88,1,12.7158834633682,3.52505964044239,0,-58.2298932053149,60,0,1.07631720951908,0,NA,3.6983968691388,0,"Glutamatergic","L6.CT_on",71.4630322462999,0.329650850402152,NA,0.230272233112664,-Inf,-0.00639383329223218,NA,0.0189235813857435,0.048329919760684,0.0698479352380178,NA,NA,-0.0236217649763498
"692",692,"20190322_sample_4","20190322_slice_4",2019-03-22,"Sample 4","mouse_SHPMA",2018-12-30,82,"M","Viaat-Cre/wt; Ai9/wt","6","6","VIAAT+",2320562,52925,76570,7,9592,"CT","L6 CT Cpa6",0.77,"L6 CT Cpa6 (77.3%), L6 CT Grp (12.3%), L5 IT_1 (4.0%)","L6 CT ALM Cpa6 (100.0%)","L6 CT ALM Cpa6 (100.0%)","L6 CT ALM Cpa6","100.0%)","100.0","","L6",1882,381.5,"Fede",10,"1079.3",399.5,494.8,1365.648,"y",NA,100,-1.36474471660176,-1.36474471660176,"20190322_sample_4",4.49567014381801,91.0138487815857,0.925171165922589,0.987364600331224,0.308387343850771,-35.1924300193787,1.36,0,-5.78808411955833,0.351219512195122,0.00161603089293408,1.41133720930233,1.09314080428121,0.240248445400608,110.962639259795,68.32,31.48,22,7.94145853434819,0.697549811204325,0,-61.3599560044706,120,0,1.08885631490596,0,0.75,3.38570258691106,0,"Glutamatergic","L6.CT_on",193.18911368955,0.891159437465591,NA,0.429180746439776,-Inf,-0.0155226274898955,NA,0.0145271533095625,0.0375770883087626,0.032542721310793,NA,NA,0.0216831784383928
"693",693,"20190325_sample_1","20190325_slice_1",2019-03-25,"Sample 1","mouse_VTQGY",2018-12-01,114,"M","Viaat-Cre/wt; Ai9/wt","2/3","2/3","VIAAT+",870275,41713,56227,7,4906,"Lamp5","Lamp5 Pdlim5_2",0.58,"Lamp5 Pdlim5_2 (57.6%), Lamp5 Slc35d3 (36.4%), Lamp5 Lhx6 (4.9%)","Lamp5 Lsp1 (94.0%), Lamp5 Plch2 Dock5 (6.0%)","Lamp5 Lsp1 (94.0%), Lamp5 Plch2 Dock5 (6.0%)","Lamp5 Lsp1","94.0%), Lamp5 Plch2 Dock5","94.0",", Lamp5 Plch2 Dock5","Lamp5",1621,131.34,"Fede",30,"397.7",146.3,574.6,1585.896,"y",NA,94,8.55047551862314,7.50552418785134,"20190325_sample_1",5.45770497011084,75.3504075109959,0.931678522714457,0.981046752989309,0.340976136932975,-33.2989692687988,1.40000000000001,0,-11.979952454567,0.310227272727273,0.0144902570874779,1.39518496770405,1.14120884858277,0.614883609582843,177.275970134263,137.12,12.6,15,9.65938837070929,3.3123615391471,0,-48.2104827046394,22.6666666666667,0,1.06185522371453,0,0.4,3.4464867729433,0,"Glutamatergic","Lamp5_on",52.0675243008593,0.240181575348724,NA,0.167607452524682,-Inf,0.0395975195982381,NA,0.492680279176742,0.251994071552483,0.0112203644161579,NA,NA,0.00940055707239594
